Entity,Year,Auunal Emission
Ireland,2011.0,3.8056364E7
Ireland,2012.0,3.82272E7
Israel,1954.0,4324896.0
Kosovo,2006.0,160776.0
Kyrgyzstan,1986.0,2.1708362E7
Aruba,1951.0,645962.0
Democratic Republic of Congo,1951.0,1746896.0
Dominica,1952.0,7328.0
Afghanistan,1985.0,3501422.0
Africa (GCP),1996.0,8.723099E8
Argentina,1953.0,3.513474E7
Armenia,2012.0,5748252.0
Asia,1989.0,6.4043694E9
Asia (GCP),1973.0,2.9241198E9
Asia (excl. China and India),1957.0,4.9589616E8
Bangladesh,1956.0,1634291.0
Belarus,2017.0,5.9381852E7
Benin,1967.0,142896.0
Bulgaria,1992.0,5.7306464E7
Bulgaria,2019.0,4.223271E7
Burundi,2017.0,512960.03
Cape Verde,1963.0,14626.0
Colombia,1999.0,5.547579E7
Congo,1969.0,501968.03
Costa Rica,2012.0,7260085.0
Cuba,1998.0,2.4293962E7
Djibouti,1993.0,304112.0
Djibouti,2004.0,406704.0
Equatorial Guinea,1952.0,10992.0
Eswatini,2012.0,1168816.0
Ethiopia,1986.0,2195246.0
Faroe Islands,1981.0,439680.0
Faroe Islands,1995.0,571584.0
Faroe Islands,2002.0,725472.0
Fiji,1998.0,743300.0
Fiji,2014.0,1251551.0
Finland,1986.0,5.321437E7
Georgia,1977.0,1.319506E7
Greece,2012.0,9.1392584E7
Guatemala,2001.0,1.023326E7
Guinea,1991.0,1025920.06
Guinea,2017.0,3238976.0
Guinea-Bissau,1988.0,216176.0
Guinea-Bissau,2012.0,245488.0
Iceland,2011.0,3504698.0
Indonesia,1963.0,2.2763096E7
Indonesia,1993.0,2.1510874E8
Indonesia,1994.0,2.1937166E8
Israel,2020.0,5.5697504E7
Jamaica,1999.0,9958188.0
Argentina,1950.0,2.9921192E7
Bonaire Sint Eustatius and Saba,1951.0,130305.01
Africa (GCP),2009.0,1.1731525E9
Argentina,1996.0,1.3113484E8
Azerbaijan,1952.0,1.0308379E7
Bahrain,1983.0,8222016.5
Botswana,2007.0,4228256.0
British Virgin Islands,1999.0,113584.0
Bulgaria,1956.0,1.2967084E7
Cameroon,2000.0,5588569.0
Chile,1990.0,3.2908116E7
China,1955.0,1.9052146E8
Christmas Island,1975.0,135568.0
Curacao,1953.0,6496640.0
Czechia,2010.0,1.174907E8
Dominican Republic,1959.0,1113083.0
East Timor,2016.0,642966.0
Europe (excl. EU-28),1991.0,3.3244928E9
European Union (27),2010.0,3.4314447E9
Faroe Islands,1961.0,113584.0
Finland,2010.0,6.4081E7
Guatemala,1978.0,4117133.2
Guinea-Bissau,1960.0,18320.0
High-income countries,2016.0,1.3450205E10
Hungary,1989.0,7.59172E7
International aviation,1976.0,8.499602E7
Iran,1969.0,8.3038744E7
Israel,1978.0,2.1031664E7
Jamaica,1980.0,8445355.0
Kenya,2017.0,1.7709414E7
Kuwait,2000.0,5.488961E7
Laos,1983.0,179536.0
Azerbaijan,1951.0,9626163.0
Africa (GCP),1976.0,4.2014106E8
Antigua and Barbuda,1992.0,249152.0
Argentina,1991.0,1.1750574E8
Argentina,2001.0,1.3442227E8
Australia,1995.0,3.0505558E8
Austria,1982.0,5.356529E7
Bahamas,2007.0,1872304.0
Barbados,1968.0,439680.0
Belgium,2012.0,1.0240452E8
Bermuda,1989.0,780432.0
Bosnia and Herzegovina,2015.0,1.8460492E7
Brazil,1976.0,1.5460698E8
Central African Republic,1989.0,249152.0
China,1977.0,1.3408311E9
Colombia,2006.0,6.2304364E7
Croatia,1958.0,4633036.0
Croatia,2019.0,1.7857446E7
Czechia,1993.0,1.4012403E8
Dominica,1953.0,3664.0
Dominican Republic,1960.0,1039893.0
Dominican Republic,1968.0,2347317.0
Egypt,1975.0,3.1059912E7
Ethiopia,1977.0,1046785.94
Ethiopia,2013.0,9781029.0
Europe (excl. EU-27),2018.0,2.5662013E9
Gambia,1983.0,161216.0
Grenada,1989.0,102592.0
Guinea-Bissau,1958.0,10992.0
India,1999.0,9.504598E8
Indonesia,1959.0,2.3862234E7
Iran,1976.0,1.564591E8
Iran,1982.0,1.3777098E8
Japan,2004.0,1.282686E9
Jordan,2013.0,2.3818202E7
Laos,1965.0,179536.0
Guinea-Bissau,1950.0,7328.0
Iraq,1951.0,2428935.0
Kazakhstan,1950.0,4.5205824E7
Kyrgyzstan,1950.0,3902461.0
Africa (GCP),1969.0,2.77916E8
Algeria,2013.0,1.4078638E8
Armenia,2016.0,5203013.0
Aruba,1995.0,707152.0
Asia (GCP),2021.0,1.8805864E10
Barbados,1976.0,531280.0
Belarus,2007.0,6.021814E7
Benin,2014.0,4796000.0
Bonaire Sint Eustatius and Saba,1961.0,130221.99
Botswana,1989.0,1428960.0
Botswana,2010.0,4537275.0
Brazil,1969.0,8.408842E7
Canada,1979.0,4.4167677E8
Cape Verde,1962.0,18290.0
Central African Republic,1954.0,72482.0
Central African Republic,1991.0,190528.0
Chad,1981.0,208848.0
Chile,1981.0,2.4347124E7
Chile,2001.0,5.2918384E7
Curacao,2008.0,5752879.0
Democratic Republic of Congo,1962.0,2171950.0
Ecuador,1973.0,5255879.0
Ecuador,1985.0,1.9352678E7
Equatorial Guinea,1991.0,65952.0
Eswatini,1999.0,1238432.0
Ethiopia,1974.0,1736261.0
Ethiopia,1988.0,2640066.0
European Union (28),2021.0,3.1532268E9
Fiji,1973.0,629851.0
Fiji,2010.0,1091800.0
French Polynesia,1959.0,29312.0
French Polynesia,1982.0,337088.0
Gambia,2004.0,318768.0
Georgia,1994.0,6067844.0
Ghana,2017.0,1.2437709E7
Greenland,1954.0,102592.0
Guatemala,1970.0,2296437.0
Guinea-Bissau,2002.0,153888.0
Hong Kong,1990.0,2.714769E7
Indonesia,1955.0,2.0843902E7
International shipping,2005.0,5.2484986E8
International shipping,2009.0,5.822847E8
Ireland,2014.0,3.6853212E7
Israel,1971.0,1.6218946E7
Italy,1959.0,9.40846E7
Jamaica,1996.0,9687622.0
Kazakhstan,1991.0,2.6106592E8
Albania,1989.0,8986169.0
Albania,1996.0,2017508.0
Aruba,1959.0,719371.0
Aruba,1969.0,830405.0
Aruba,1986.0,179536.0
Aruba,2018.0,872032.0
Austria,1995.0,6.404406E7
Bangladesh,2019.0,1.0079188E8
Barbados,2019.0,1666716.0
Belgium,1993.0,1.2142387E8
Bulgaria,1998.0,5.3115148E7
Burkina Faso,1975.0,219840.0
Colombia,2008.0,6.6963988E7
Comoros,1976.0,40304.0
Comoros,2002.0,106256.0
Cook Islands,2003.0,47632.0
Cyprus,1961.0,864318.0
Czechia,2012.0,1.1129845E8
Dominica,2007.0,172208.0
El Salvador,1984.0,1588299.0
El Salvador,2015.0,6667772.0
Equatorial Guinea,1972.0,87936.0
Eswatini,2001.0,1095536.0
Ethiopia,1965.0,644480.0
Europe,2011.0,6.049206E9
Europe (GCP),1961.0,4.109427E9
Europe (GCP),1982.0,7.407607E9
Faroe Islands,1982.0,458000.0
Gabon,1983.0,5508589.0
Gambia,2008.0,362736.0
Georgia,1985.0,1.5773987E7
Georgia,2004.0,4271842.0
Ghana,1952.0,868368.0
Grenada,1960.0,21984.0
Grenada,1987.0,73280.0
Iceland,1958.0,1091753.0
Iceland,1968.0,1593425.0
India,1968.0,1.7406933E8
India,1981.0,3.1496618E8
Indonesia,1970.0,3.5791384E7
Iraq,1953.0,2527448.0
Ireland,1966.0,1.5094858E7
Kenya,1984.0,4314382.0
Kyrgyzstan,1959.0,8003025.0
Laos,1979.0,223504.0
East Timor,1995.0,0.0
Afghanistan,1955.0,153888.0
Afghanistan,2006.0,2159318.0
Africa,1958.0,1.4867091E8
Algeria,1985.0,7.260907E7
Angola,2010.0,2.298332E7
Anguilla,1999.0,65952.0
Azerbaijan,1972.0,3.4768016E7
Bahrain,1975.0,5748816.0
Bahrain,2012.0,2.711899E7
Belarus,1978.0,9.282769E7
Bolivia,1957.0,1003847.0
Bulgaria,2014.0,4.5161788E7
Cambodia,1999.0,1894288.0
Cameroon,1973.0,896911.0
Cameroon,2014.0,8771510.0
Canada,1962.0,2.0699077E8
Comoros,1995.0,76944.0
Congo,1952.0,153562.0
Cote d'Ivoire,1957.0,596408.0
Cote d'Ivoire,1995.0,6225337.0
Curacao,1961.0,9715723.0
Curacao,2006.0,5312857.0
Cyprus,1987.0,4184954.2
Denmark,1986.0,5.880184E7
Dominica,2009.0,186864.0
Dominican Republic,1969.0,2651163.0
Dominican Republic,1970.0,3105081.0
Ecuador,2021.0,3.9731668E7
Estonia,1981.0,3.4639116E7
Ethiopia,1953.0,183170.0
Europe,1955.0,3.2337848E9
Europe (excl. EU-27),1970.0,2.7638103E9
Europe (excl. EU-28),1990.0,3.566058E9
Europe (excl. EU-28),2000.0,1.9850483E9
European Union (28),1964.0,3.2512663E9
Faroe Islands,1999.0,630208.0
Finland,1969.0,3.7896828E7
Finland,1980.0,5.813929E7
France,2015.0,3.3141443E8
Gabon,2011.0,5827907.0
Gambia,1964.0,29312.0
Ghana,1999.0,5613248.0
Guinea,1982.0,981952.0
Guinea-Bissau,1961.0,29312.0
Iran,1998.0,3.035142E8
Jordan,1964.0,1240848.0
Kazakhstan,1989.0,2.6474035E8
Kiribati,1989.0,21984.0
Latvia,1952.0,5212627.0
Asia (excl. China and India),1951.0,2.8877517E8
Australia,1951.0,6.1121816E7
Ethiopia,1951.0,62258.0
Albania,1955.0,663006.0
Argentina,2022.0,1.9286443E8
Aruba,2010.0,2506176.0
Australia,2002.0,3.6253654E8
Azerbaijan,1996.0,3.124231E7
Bahamas,1965.0,1315376.0
Bahamas,1982.0,2258485.0
Belarus,1991.0,1.04071656E8
Benin,1961.0,128240.01
Bonaire Sint Eustatius and Saba,2017.0,102592.0
Burkina Faso,1992.0,630208.0
Canada,2017.0,5.666519E8
China,1960.0,7.9879994E8
China,1990.0,2.4848548E9
Christmas Island,1978.0,91600.0
Czechia,2006.0,1.2655514E8
El Salvador,1964.0,1230747.0
Estonia,1962.0,1.5874288E7
Fiji,2006.0,1202662.0
Finland,1979.0,5.423702E7
French Polynesia,1994.0,479984.0
Georgia,2014.0,8938688.0
Germany,1987.0,1.0324429E9
Guinea,1964.0,699824.0
Haiti,1998.0,1234768.0
Honduras,1957.0,575248.0
Honduras,2015.0,1.0347979E7
Hong Kong,2022.0,3.0568888E7
Indonesia,1988.0,1.3272121E8
Indonesia,1998.0,2.4452296E8
International aviation,1956.0,7662003.0
International aviation,2000.0,3.3083267E8
Israel,1973.0,1.926117E7
Israel,2015.0,6.293914E7
Israel,2022.0,5.611809E7
Italy,2015.0,3.619359E8
Jamaica,2009.0,7933788.0
Kazakhstan,1972.0,1.7513317E8
Kuwait,1981.0,2.5139622E7
Kyrgyzstan,1973.0,1.5798422E7
Laos,2010.0,3004513.0
Hong Kong,1950.0,1318773.0
Latvia,1951.0,4867302.0
Afghanistan,1998.0,1278504.0
Africa,1975.0,3.8726512E8
Albania,1952.0,373669.0
Anguilla,1992.0,47632.0
Argentina,2012.0,1.9129211E8
Armenia,2000.0,3491407.0
Asia,1994.0,7.9372165E9
Asia (GCP),1957.0,7.819126E8
Bahrain,1996.0,1.6018644E7
Belarus,1996.0,6.1734784E7
Belize,2015.0,641200.0
Belize,2021.0,702059.0
Bermuda,2015.0,538608.0
Bermuda,2020.0,458000.0
Bolivia,2015.0,1.9886526E7
Bonaire Sint Eustatius and Saba,1978.0,109392.0
Brazil,1955.0,3.4023692E7
Bulgaria,1978.0,8.120709E7
Burundi,2001.0,205184.0
Central America (GCP),2002.0,1.4047738E8
Chad,1997.0,453097.0
Chad,2007.0,1088955.0
Czechia,2019.0,1.0103269E8
Democratic Republic of Congo,2013.0,3921616.0
Dominican Republic,1984.0,7390465.0
Ecuador,1967.0,2588873.0
Ecuador,1976.0,8100596.5
Estonia,2007.0,1.994208E7
Europe (excl. EU-27),1975.0,3.2663775E9
Europe (excl. EU-27),2016.0,2.5087803E9
Europe (excl. EU-28),1972.0,2.3493412E9
European Union (27),2021.0,2.8057615E9
Ghana,1959.0,1322704.0
Ghana,1987.0,3167546.0
Guinea,1960.0,410368.0
Guyana,1961.0,736464.0
High-income countries,1975.0,1.0580685E10
International aviation,2022.0,4.248537E8
International shipping,1991.0,3.0230445E8
Iran,2001.0,3.8615818E8
Kenya,1986.0,4157065.0
Kyrgyzstan,2022.0,9449704.0
Aruba,1950.0,409579.0
Grenada,1951.0,10992.0
Honduras,1951.0,348080.0
Italy,1951.0,4.882223E7
Africa,1996.0,8.7232083E8
Angola,1964.0,1222914.0
Aruba,1974.0,788077.0
Asia (GCP),2004.0,1.0049575E10
Australia,1954.0,6.794259E7
Azerbaijan,1965.0,2.4970668E7
Bahamas,1986.0,1410640.0
Belgium,1984.0,1.04966536E8
Benin,1990.0,579346.0
Bermuda,1997.0,523952.0
Bhutan,1954.0,0.0
Bolivia,2014.0,1.9887892E7
Botswana,2011.0,4028802.0
British Virgin Islands,1991.0,73280.0
Cameroon,1988.0,2153961.0
Cameroon,2010.0,8383322.0
China,1981.0,1.4764878E9
Cote d'Ivoire,1964.0,762112.0
Croatia,2009.0,2.180531E7
Czechia,2011.0,1.1520199E8
Denmark,1988.0,5.501398E7
Ecuador,1955.0,1197534.0
Egypt,2021.0,2.468844E8
Ethiopia,1989.0,2794114.0
Europe (GCP),2009.0,5.8928814E9
European Union (27),1958.0,1.9107802E9
European Union (27),1966.0,2.757727E9
European Union (28),1971.0,4.08494E9
Faroe Islands,2006.0,677840.0
France,1963.0,3.380076E8
Germany,1954.0,6.597319E8
Ghana,1953.0,1018592.0
Guyana,2005.0,1619488.0
Honduras,1991.0,2526966.0
Iceland,1988.0,1841119.0
India,1971.0,1.9196368E8
Iran,2020.0,6.790072E8
Italy,1962.0,1.4625499E8
Jordan,2012.0,2.381458E7
Kazakhstan,1980.0,2.3043488E8
Guatemala,1950.0,619038.0
Africa (GCP),1973.0,3.7800333E8
Algeria,1954.0,4152301.8
Asia (GCP),1961.0,1.2990788E9
Australia,1962.0,9.090861E7
Belarus,2004.0,5.8253532E7
Belarus,2022.0,5.880113E7
Belize,1963.0,62288.0
Belize,1996.0,307776.0
Bonaire Sint Eustatius and Saba,1963.0,136987.0
Brunei,1984.0,1916272.0
Brunei,1985.0,2594112.0
Cambodia,1960.0,234496.0
Canada,2000.0,5.670961E8
Central America (GCP),1989.0,9.67415E7
Costa Rica,1987.0,2723861.0
Cote d'Ivoire,1954.0,504533.0
Croatia,1984.0,2.0244074E7
Croatia,2016.0,1.8109014E7
Cuba,1984.0,3.2580692E7
Curacao,1995.0,4644676.0
Ecuador,1983.0,1.950261E7
Europe,1978.0,7.565711E9
European Union (28),1972.0,4.2027873E9
Finland,1998.0,5.9352E7
France,1974.0,5.206593E8
French Polynesia,2014.0,850048.0
Gabon,2009.0,5304448.0
Georgia,1997.0,4426263.0
Greece,2015.0,7.4927624E7
Greenland,1994.0,495907.0
Greenland,2013.0,562963.0
Greenland,2015.0,525712.0
Guatemala,1954.0,743554.0
Guinea-Bissau,1986.0,183200.0
High-income countries,1957.0,5.869025E9
Hungary,1957.0,3.8446004E7
Hungary,2011.0,5.0253124E7
International aviation,2020.0,2.6833893E8
Kenya,1961.0,2398585.0
Kiribati,1998.0,29312.0
Laos,2011.0,3170104.0
Latvia,1967.0,1.3882795E7
Kosovo,2004.0,164201.0
Afghanistan,1971.0,1893554.0
Africa,1969.0,2.77916E8
Angola,1969.0,2783093.0
Antigua and Barbuda,2017.0,604560.0
Armenia,1958.0,2880624.0
Asia (GCP),2016.0,1.668263E10
Australia,2001.0,3.577834E8
Bahamas,1952.0,76944.0
Bahamas,1963.0,707152.0
Barbados,1959.0,150224.0
Belize,2022.0,725231.0
Bermuda,1954.0,84272.0
Bhutan,1979.0,21984.0
Bonaire Sint Eustatius and Saba,1983.0,64636.996
Bosnia and Herzegovina,2016.0,2.1730408E7
Brazil,1963.0,5.552304E7
Brazil,2019.0,4.734644E8
Bulgaria,1995.0,5.7908988E7
Burkina Faso,1956.0,4282.0
Cambodia,1971.0,249090.0
Cameroon,1954.0,230832.0
Cameroon,1958.0,278435.0
China,1975.0,1.183215E9
Costa Rica,2018.0,8012376.0
Cuba,1953.0,6190526.0
Curacao,1968.0,9549537.0
Curacao,1992.0,3171417.0
Cyprus,2008.0,8715729.0
Democratic Republic of Congo,2022.0,3601595.0
Denmark,1968.0,5.3272676E7
Equatorial Guinea,1964.0,25648.0
Estonia,1977.0,3.258311E7
Eswatini,1987.0,436016.0
Greece,2001.0,1.05361864E8
Greenland,2011.0,726076.0
Grenada,2004.0,205184.0
Grenada,2011.0,252815.98
Guatemala,1988.0,4075276.8
High-income countries,1969.0,9.206042E9
Honduras,1956.0,454336.0
Honduras,1989.0,2680274.0
Iceland,1973.0,1750026.0
Indonesia,1960.0,2.1385192E7
Jamaica,2011.0,8255604.5
Japan,1966.0,4.1924512E8
Japan,1978.0,9.015901E8
Kenya,2019.0,1.9799186E7
Kiribati,1969.0,10992.0
Kuwait,1987.0,3.1377858E7
Kyrgyzstan,2011.0,7620172.0
Africa,1988.0,7.246968E8
Africa (GCP),1990.0,6.582741E8
Albania,2020.0,5018921.0
Anguilla,1997.0,62288.0
Asia (GCP),2020.0,1.8005277E10
Bahrain,2017.0,3.2835182E7
Belize,2016.0,626544.0
Benin,1958.0,124576.0
Bolivia,1970.0,2483717.0
Bolivia,1985.0,4109758.0
Botswana,1996.0,2755328.0
Brazil,1981.0,1.7132443E8
Brunei,1992.0,6884656.0
Cape Verde,2014.0,487312.0
Chile,1961.0,1.4454689E7
Comoros,1996.0,80608.0
Curacao,2001.0,5081438.0
Czechia,1986.0,1.858545E8
Czechia,2005.0,1.2569074E8
Djibouti,1962.0,47632.0
Dominica,1966.0,14656.0
Egypt,1992.0,7.993988E7
Ethiopia,1956.0,241705.0
Europe (excl. EU-27),1981.0,3.6042084E9
Europe (excl. EU-27),2000.0,2.554082E9
Europe (excl. EU-28),2005.0,2.1163517E9
Gambia,2012.0,447008.0
Ghana,1996.0,4858464.0
Greenland,1982.0,516623.97
Greenland,2010.0,679400.0
Guyana,2020.0,3188380.0
Haiti,1991.0,976137.0
Iraq,2012.0,1.3342111E8
Kuwait,1969.0,2.6809488E7
Kuwait,2018.0,1.0554787E8
Kyrgyzstan,1965.0,1.0913926E7
Africa,2000.0,9.300426E8
Albania,1994.0,1923806.0
Albania,2009.0,4406552.0
Anguilla,2003.0,87936.0
Antigua and Barbuda,1989.0,285792.0
Armenia,1981.0,7585534.0
Asia (GCP),1976.0,3.2947044E9
Bahamas,1974.0,7379751.0
Bahrain,1998.0,1.8366356E7
Bahrain,2008.0,2.9681318E7
Belgium,1972.0,1.3063768E8
Belize,1959.0,40304.0
Belize,2010.0,538608.0
Benin,2002.0,2110055.0
Benin,2012.0,4402539.0
British Virgin Islands,1994.0,84272.0
Bulgaria,1981.0,8.00868E7
Burundi,1963.0,47632.0
Burundi,2000.0,271136.0
Cambodia,1966.0,468754.0
Central African Republic,1993.0,197856.0
Central African Republic,1998.0,219840.0
Chad,2018.0,2383510.0
China,1974.0,1.02809984E9
China,2018.0,1.0353934E10
Costa Rica,1988.0,2905922.0
Cuba,1970.0,1.8654088E7
Curacao,1983.0,4822470.0
Czechia,2000.0,1.2723598E8
Democratic Republic of Congo,1984.0,3931640.0
East Timor,2000.0,219860.0
Equatorial Guinea,1974.0,51296.0
Europe (excl. EU-27),1997.0,2.6121987E9
European Union (27),1984.0,3.7635937E9
Finland,1982.0,4.2976476E7
Ghana,1990.0,3513776.0
Guyana,1963.0,615552.0
India,2014.0,2.1483438E9
International aviation,1989.0,2.4172566E8
Iran,2016.0,6.338269E8
Ireland,1954.0,9091640.0
Ireland,2010.0,4.1793224E7
Israel,1965.0,1.2928839E7
Japan,1993.0,1.1716867E9
Laos,1957.0,58624.0
Latvia,1970.0,1.5644642E7
Comoros,1960.0,10992.0
Afghanistan,1956.0,183200.0
Africa,1985.0,6.656864E8
Angola,1983.0,5100535.0
Angola,1993.0,5748389.0
Armenia,1972.0,5802025.0
Asia (excl. China and India),1952.0,3.0913098E8
Azerbaijan,1987.0,4.9605304E7
Belarus,1954.0,2.5289996E7
Belgium,1991.0,1.2336262E8
Belize,2002.0,432352.0
Bonaire Sint Eustatius and Saba,2000.0,66885.0
Bosnia and Herzegovina,1994.0,3204952.0
British Virgin Islands,2017.0,179536.0
Brunei,1970.0,8203696.5
Burkina Faso,1994.0,644864.0
Burkina Faso,2000.0,1029710.06
Cape Verde,2007.0,505631.97
Chad,1996.0,443217.0
Chile,2011.0,7.8071464E7
Comoros,1968.0,18320.0
Costa Rica,1974.0,1904091.0
Croatia,1974.0,1.4279875E7
Cuba,2019.0,2.2618818E7
Denmark,2016.0,3.691656E7
El Salvador,2020.0,6594499.0
Equatorial Guinea,1969.0,43968.0
Equatorial Guinea,1981.0,69616.0
Europe,1997.0,6.2677335E9
Europe (excl. EU-28),1980.0,3.092722E9
Faroe Islands,1974.0,300448.0
Fiji,1966.0,322252.0
Finland,1976.0,5.1198464E7
Germany,1952.0,6.109806E8
Germany,1960.0,8.139502E8
Germany,1999.0,8.954021E8
Ghana,2014.0,1.3252466E7
Greece,1978.0,4.7678116E7
Guyana,1964.0,648528.0
Guyana,2002.0,1714752.0
Hong Kong,1969.0,7751508.0
Indonesia,1973.0,4.9098096E7
International aviation,2003.0,3.6476906E8
Italy,1972.0,3.2823747E8
Jamaica,2010.0,7677295.0
Japan,1961.0,2.8278688E8
Japan,2000.0,1.2637548E9
Jordan,2004.0,1.8670694E7
Kenya,1980.0,6189277.0
Kiribati,2012.0,51296.0
Kuwait,1978.0,2.097158E7
Kyrgyzstan,1956.0,6512899.0
Eritrea,1990.0,0.0
Antigua and Barbuda,1961.0,47632.0
Argentina,1992.0,1.21230584E8
Argentina,1994.0,1.1846942E8
Asia,2019.0,2.0855636E10
Asia (GCP),2007.0,1.2292028E10
Asia (excl. China and India),1962.0,7.4984224E8
Bahamas,2020.0,2183744.0
Bangladesh,1960.0,2211905.0
Barbados,2006.0,1775152.0
Botswana,2001.0,3847200.0
British Virgin Islands,2005.0,164880.0
Chile,1971.0,2.705577E7
Colombia,1953.0,1.0761296E7
Congo,1975.0,1099200.0
Cook Islands,1980.0,29312.0
Democratic Republic of Congo,1975.0,3232786.0
Dominica,2004.0,142896.0
Dominican Republic,1962.0,1241115.0
Ethiopia,2019.0,1.6674992E7
Europe (GCP),1969.0,5.8125896E9
Europe (excl. EU-27),1962.0,1.9825608E9
European Union (27),1962.0,2.3538906E9
European Union (27),1973.0,3.7279232E9
France,2010.0,3.765639E8
Gabon,1969.0,1432624.0
Gambia,1958.0,25648.0
Ghana,2003.0,6684573.0
Guinea-Bissau,1999.0,194192.0
High-income countries,1982.0,1.0893777E10
High-income countries,1999.0,1.3482152E10
Iceland,1963.0,1303997.0
Iceland,1975.0,1613472.0
Indonesia,1997.0,2.799415E8
Iran,1963.0,4.1304936E7
Iraq,1959.0,7314334.0
Ireland,1976.0,2.2293362E7
Italy,2016.0,3.58814E8
Kenya,1963.0,2852859.0
Kenya,1965.0,2463914.0
Kiribati,1967.0,21984.0
Laos,1988.0,212512.0
Belgium,1950.0,7.620049E7
Africa (GCP),1957.0,1.4159312E8
Algeria,1964.0,5643044.0
Antigua and Barbuda,1990.0,241824.0
Argentina,1962.0,5.3640124E7
Argentina,1963.0,5.003266E7
Argentina,2010.0,1.8585434E8
Aruba,2009.0,2627088.0
Asia (excl. China and India),1975.0,2.1589322E9
Asia (excl. China and India),2007.0,5.712854E9
Austria,1971.0,5.20691E7
Austria,2022.0,6.1488424E7
Azerbaijan,1962.0,2.0594496E7
Bangladesh,1967.0,3371142.0
Benin,1976.0,260144.0
Bolivia,1988.0,4286778.0
Bosnia and Herzegovina,1973.0,1.3158366E7
Brunei,1963.0,355408.0
Burkina Faso,1954.0,3710.0
Cape Verde,2011.0,615552.0
Central America (GCP),1965.0,4.479767E7
Chad,1992.0,406704.0
Chad,2005.0,925702.0
Chile,1982.0,2.0475254E7
China,1989.0,2.4636544E9
China,2013.0,9.956376E9
Colombia,1983.0,4.920965E7
Congo,1954.0,136910.0
Costa Rica,2008.0,7989944.0
Cote d'Ivoire,1965.0,1172480.0
Democratic Republic of Congo,1974.0,3364690.0
Djibouti,1960.0,40304.0
Dominica,1971.0,25648.0
Ecuador,1971.0,4219443.0
El Salvador,1975.0,2105463.0
Equatorial Guinea,1998.0,2302334.0
Equatorial Guinea,2021.0,5629140.0
Estonia,1995.0,1.806132E7
Europe (excl. EU-27),2015.0,2.521733E9
European Union (27),2018.0,3.0462395E9
Finland,2002.0,6.5041E7
Guatemala,2006.0,1.2176554E7
Guinea-Bissau,1979.0,109920.0
Guyana,1965.0,1077216.0
Indonesia,2020.0,6.059846E8
International aviation,1964.0,2.6859512E7
International shipping,1954.0,1.5695938E8
Iran,1983.0,1.495849E8
Jamaica,1968.0,3878512.0
Laos,1958.0,73280.0
Afghanistan,1981.0,1978463.0
Afghanistan,2009.0,6391888.0
Africa,1998.0,9.124421E8
Albania,1958.0,1201465.0
Algeria,1970.0,1.505896E7
Algeria,2017.0,1.650896E8
Antigua and Barbuda,2022.0,602192.0
Argentina,1952.0,3.6095124E7
Argentina,1997.0,1.3652374E8
Aruba,2014.0,872032.0
Asia,1963.0,1.4225498E9
Asia,1982.0,4.518591E9
Austria,2019.0,6.795616E7
Azerbaijan,1970.0,3.1105304E7
Azerbaijan,1982.0,4.6118684E7
Bahrain,1982.0,9830512.0
Barbados,1980.0,674176.0
Belgium,2009.0,1.077651E8
Bolivia,2010.0,1.4718776E7
Brazil,2017.0,4.9712138E8
Bulgaria,2004.0,4.9525776E7
Cambodia,1977.0,74150.0
Croatia,1959.0,5312472.0
Cyprus,1966.0,1241710.0
Cyprus,1972.0,2405937.0
El Salvador,1959.0,604233.0
Equatorial Guinea,1968.0,29312.0
Eswatini,1980.0,465328.0
Europe (GCP),1999.0,6.157762E9
Europe (excl. EU-28),1977.0,2.8557E9
European Union (27),1956.0,1.8669988E9
European Union (27),2020.0,2.6299707E9
European Union (28),1953.0,2.0551465E9
European Union (28),2006.0,4.312373E9
Fiji,1969.0,432146.0
Ghana,1992.0,3242640.0
Greenland,1953.0,120912.0
Guatemala,2007.0,1.2144909E7
Guinea-Bissau,1993.0,183200.0
Honduras,2014.0,9481238.0
India,2005.0,1.1856742E9
International aviation,1960.0,1.4662995E7
Ireland,1996.0,3.7469268E7
Israel,1968.0,1.3794168E7
Italy,1974.0,3.5825293E8
Kiribati,1980.0,29312.0
Kiribati,1996.0,29312.0
Kyrgyzstan,1997.0,5560681.0
Laos,2008.0,2131341.0
Cyprus,1950.0,267472.0
Afghanistan,1963.0,706736.0
Africa,1978.0,4.6248707E8
Africa,2003.0,9.8856544E8
Andorra,1969.0,0.0
Antigua and Barbuda,1985.0,249152.0
Argentina,1965.0,5.8804852E7
Bangladesh,1970.0,3803195.0
Barbados,1997.0,1540428.0
Barbados,2020.0,1233549.0
Belgium,1988.0,9.9742824E7
Bosnia and Herzegovina,1968.0,8049312.5
British Virgin Islands,1982.0,36640.0
Bulgaria,1963.0,3.437406E7
Burkina Faso,1952.0,3790.0
Cameroon,1980.0,3885945.0
Canada,2013.0,5.695397E8
Chad,2013.0,2078496.9
Christmas Island,1982.0,73280.0
Cook Islands,2018.0,80608.0
Costa Rica,2011.0,7310815.0
Cote d'Ivoire,1975.0,3986432.0
Cuba,1975.0,2.7039482E7
Curacao,2015.0,7328000.0
Cyprus,1995.0,5861933.0
Cyprus,2015.0,6971575.0
Djibouti,2009.0,443344.0
Dominican Republic,1974.0,6409563.0
Egypt,1995.0,9.89945E7
Eritrea,2006.0,548946.0
European Union (28),1974.0,4.325862E9
Georgia,1972.0,1.0782319E7
Ghana,1965.0,1703760.0
