Latitude,Longitude,Anomaly
62.5,17.5,0.02
62.5,22.5,2.21
62.5,27.5,0.7
62.5,32.5,0.26
62.5,37.5,0.03
62.5,42.5,0.14
62.5,47.5,0.26
62.5,52.5,0.81
62.5,57.5,1.12
62.5,62.5,2.33
62.5,67.5,2.6
62.5,72.5,1.88
62.5,77.5,1.21
62.5,82.5,0.91
62.5,87.5,-0.47
62.5,92.5,-0.6
62.5,97.5,-2.03
62.5,102.5,-1.49
62.5,107.5,-1.9
62.5,112.5,-2.19
62.5,117.5,-1.64
62.5,122.5,-1.62
62.5,127.5,-0.49
62.5,132.5,-1.01
62.5,137.5,-2.07
62.5,142.5,-2.49
62.5,147.5,-1.99
62.5,152.5,-1.66
62.5,157.5,-2.78
62.5,162.5,-2.97
62.5,167.5,-1.71
62.5,172.5,-0.36
62.5,177.5,1.65
67.5,2.5,-0.53
67.5,7.5,-0.06
67.5,12.5,-1.07
67.5,17.5,0.57
67.5,22.5,1.36
67.5,27.5,1.59
67.5,32.5,-0.15
67.5,37.5,1.94
67.5,42.5,2.4
67.5,47.5,1.57
67.5,52.5,3.28
67.5,57.5,3.46
67.5,62.5,4.96
67.5,67.5,5.82
67.5,72.5,5.57
67.5,77.5,5.6
67.5,82.5,4.45
67.5,87.5,1.43
67.5,92.5,1.26
67.5,97.5,1.45
67.5,102.5,1.51
67.5,107.5,1.0
67.5,112.5,0.98
67.5,117.5,-0.04
67.5,122.5,-2.65
67.5,127.5,-0.72
67.5,132.5,-0.24
67.5,137.5,-0.4
67.5,142.5,1.53
67.5,147.5,1.55
67.5,152.5,1.37
67.5,157.5,0.17
67.5,162.5,-1.75
67.5,167.5,-3.05
67.5,172.5,-0.83
67.5,177.5,-1.11
72.5,2.5,-0.82
72.5,7.5,0.52
72.5,12.5,0.9
72.5,17.5,1.52
72.5,22.5,2.0
72.5,27.5,1.25
72.5,32.5,1.26
72.5,37.5,1.32
72.5,42.5,1.45
72.5,47.5,1.2
72.5,52.5,3.78
72.5,57.5,6.24
72.5,62.5,7.06
72.5,67.5,6.81
72.5,72.5,7.3
72.5,77.5,7.59
72.5,82.5,7.16
72.5,87.5,6.49
72.5,92.5,5.97
72.5,97.5,6.02
72.5,102.5,5.68
72.5,107.5,4.71
72.5,112.5,5.71
72.5,117.5,3.92
72.5,122.5,2.89
72.5,127.5,0.91
72.5,132.5,1.89
72.5,137.5,2.24
72.5,142.5,1.37
72.5,147.5,1.24
72.5,152.5,1.57
72.5,157.5,0.77
72.5,162.5,0.87
72.5,167.5,-0.09
72.5,172.5,0.32
72.5,177.5,1.34
77.5,2.5,0.99
77.5,7.5,1.13
77.5,12.5,3.01
77.5,17.5,3.8
77.5,22.5,4.34
77.5,27.5,4.69
77.5,32.5,4.33
77.5,37.5,4.81
77.5,42.5,4.72
77.5,47.5,4.57
77.5,52.5,5.71
77.5,57.5,6.82
77.5,62.5,7.53
77.5,67.5,6.94
77.5,72.5,6.86
77.5,77.5,8.71
77.5,82.5,6.36
77.5,87.5,8.52
77.5,92.5,6.13
77.5,97.5,6.67
77.5,102.5,8.16
77.5,107.5,6.37
77.5,112.5,5.85
77.5,117.5,5.57
77.5,122.5,5.08
77.5,127.5,4.8
77.5,132.5,4.6
77.5,137.5,3.49
77.5,142.5,3.05
77.5,147.5,2.5
77.5,152.5,2.61
77.5,157.5,1.89
77.5,162.5,2.43
77.5,167.5,1.78
77.5,172.5,2.23
77.5,177.5,2.87
82.5,2.5,8.74
82.5,7.5,8.46
82.5,12.5,7.52
82.5,17.5,7.86
82.5,22.5,7.94
82.5,27.5,7.65
82.5,32.5,7.41
82.5,37.5,7.64
82.5,42.5,8.28
82.5,47.5,7.88
82.5,52.5,8.62
82.5,57.5,9.64
82.5,62.5,8.59
82.5,67.5,8.45
82.5,72.5,8.26
82.5,77.5,7.75
82.5,82.5,7.42
82.5,87.5,7.41
82.5,92.5,7.27
82.5,97.5,7.53
82.5,102.5,6.85
82.5,107.5,6.59
82.5,112.5,6.62
82.5,117.5,6.35
82.5,122.5,6.04
82.5,127.5,5.98
82.5,132.5,5.43
82.5,137.5,4.93
82.5,142.5,4.59
82.5,147.5,4.52
82.5,152.5,4.1
82.5,157.5,3.94
82.5,162.5,5.13
82.5,167.5,4.88
82.5,172.5,5.03
82.5,177.5,5.64
87.5,2.5,9.03
87.5,7.5,9.44
87.5,12.5,9.35
87.5,17.5,9.27
87.5,22.5,9.49
87.5,27.5,9.15
87.5,32.5,9.25
87.5,37.5,9.13
87.5,42.5,8.67
87.5,47.5,8.81
87.5,52.5,8.84
87.5,57.5,8.43
87.5,62.5,8.31
87.5,67.5,8.34
87.5,72.5,8.16
87.5,77.5,8.18
87.5,82.5,8.42
87.5,87.5,7.62
87.5,92.5,8.02
87.5,97.5,8.38
87.5,102.5,8.49
87.5,107.5,11.31
87.5,112.5,11.41
87.5,117.5,11.58
87.5,122.5,7.51
87.5,127.5,7.56
87.5,132.5,7.26
87.5,137.5,6.68
87.5,142.5,6.58
87.5,147.5,6.85
87.5,152.5,6.23
87.5,157.5,6.05
87.5,162.5,6.77
87.5,167.5,6.97
87.5,172.5,6.8
87.5,177.5,6.92
